,entity,code,year,youth_literacy_rate__population_15_24_years__male__pct__lr_ag15t24_m,youth_literacy_rate__population_15_24_years__female__pct__lr_ag15t24_f,owid_region
1451,Philippines,PHL,2000,94.46,95.72,Asia
1452,Philippines,PHL,2003,93.58,96.58,Asia
1453,Philippines,PHL,2008,97.02,98.49,Asia
1454,Philippines,PHL,2010,97.64,98.03,Asia
1455,Philippines,PHL,2013,97.43,98.82,Asia
1456,Philippines,PHL,2015,98.9,99.27,Asia
1457,Philippines,PHL,2017,100.0,100.0,Asia
1458,Philippines,PHL,2019,97.9,98.89,Asia
1459,Philippines,PHL,2020,99.11,99.33,Asia
1460,Philippines,PHL,2022,100.0,99.52,Asia
1461,Poland,POL,1978,99.78,99.82,Europe
1462,Portugal,PRT,1981,97.66,98.22,Europe
1463,Portugal,PRT,1991,99.14,99.26,Europe
1464,Portugal,PRT,2011,99.39,99.48,Europe
1465,Puerto Rico,PRI,1980,93.02,94.4,North America
1466,Puerto Rico,PRI,1990,92.22,94.11,North America
1467,Puerto Rico,PRI,2010,98.81,98.85,North America
1468,Puerto Rico,PRI,2017,92.39,92.39,North America
1469,Qatar,QAT,1986,88.53,91.23,Asia
1470,Qatar,QAT,1997,94.12,95.81,Asia
1471,Qatar,QAT,2004,94.89,97.54,Asia
1472,Qatar,QAT,2007,99.1,98.97,Asia
1473,Qatar,QAT,2008,95.32,96.88,Asia
1474,Qatar,QAT,2009,97.7,97.95,Asia
1475,Qatar,QAT,2010,96.32,98.26,Asia
1476,Qatar,QAT,2011,97.58,98.75,Asia
1477,Qatar,QAT,2012,98.69,99.83,Asia
1478,Qatar,QAT,2013,98.82,99.33,Asia
1479,Qatar,QAT,2014,98.38,99.65,Asia
1480,Qatar,QAT,2016,98.67,99.33,Asia
1481,Qatar,QAT,2017,98.87,99.27,Asia
1482,Qatar,QAT,2022,99.02,100.0,Asia
1483,Qatar,QAT,2023,99.65,100.0,Asia
1484,Qatar,QAT,2024,99.69,100.0,Asia
1485,Reunion,REU,1982,93.8,97.52,Africa
1486,Romania,ROU,1992,99.18,99.03,Europe
1487,Romania,ROU,2002,97.74,97.78,Europe
1488,Romania,ROU,2011,99.01,98.98,Europe
1489,Romania,ROU,2021,99.94,99.94,Europe
1490,Russia,RUS,1989,99.69,99.75,Europe
1491,Russia,RUS,2002,99.68,99.77,Europe
1492,Russia,RUS,2010,99.66,99.76,Europe
1493,Russia,RUS,2021,99.91,99.93,Europe
1494,Rwanda,RWA,1978,59.66,44.69,Africa
1495,Rwanda,RWA,2000,78.52,76.86,Africa
1496,Rwanda,RWA,2005,72.72,68.21,Africa
1497,Rwanda,RWA,2010,80.31,80.06,Africa
1498,Rwanda,RWA,2012,81.12,83.49,Africa
1499,Rwanda,RWA,2014,83.81,86.26,Africa
1500,Rwanda,RWA,2015,87.92,89.17,Africa
1501,Rwanda,RWA,2018,84.33,88.5,Africa
1502,Rwanda,RWA,2020,90.36,92.7,Africa
1503,Rwanda,RWA,2022,87.51,92.37,Africa
1504,Saint Helena,SHN,1998,98.59,100.0,Africa
1505,Saint Lucia,LCA,2012,100.0,99.96,North America
1506,Saint Pierre and Miquelon,SPM,1982,99.47,99.44,North America
1507,Saint Vincent and the Grenadines,VCT,1970,97.92,98.0,North America
1508,Samoa,WSM,1991,99.12,98.95,Oceania
1509,Samoa,WSM,2011,99.03,99.46,Oceania
1510,Samoa,WSM,2016,99.66,99.72,Oceania
1511,Samoa,WSM,2017,100.0,100.0,Oceania
1512,Samoa,WSM,2019,98.54,99.56,Oceania
1513,San Marino,SMR,2022,100.0,100.0,Europe
1514,Sao Tome and Principe,STP,1981,90.82,74.06,Africa
1515,Sao Tome and Principe,STP,1991,95.81,91.85,Africa
1516,Sao Tome and Principe,STP,2001,95.97,94.85,Africa
1517,Sao Tome and Principe,STP,2012,97.12,96.35,Africa
1518,Sao Tome and Principe,STP,2014,,100.0,Africa
1519,Sao Tome and Principe,STP,2019,95.85,95.07,Africa
1520,Saudi Arabia,SAU,1992,93.96,81.07,Asia
1521,Saudi Arabia,SAU,2000,98.07,93.71,Asia
1522,Saudi Arabia,SAU,2004,96.95,94.68,Asia
1523,Saudi Arabia,SAU,2013,99.3,99.14,Asia
1524,Saudi Arabia,SAU,2017,99.32,99.28,Asia
1525,Saudi Arabia,SAU,2020,99.55,99.45,Asia
1526,Saudi Arabia,SAU,2024,100.0,99.75,Asia
1527,Senegal,SEN,1988,49.13,28.03,Africa
1528,Senegal,SEN,2002,58.49,40.97,Africa
1529,Senegal,SEN,2005,57.43,34.01,Africa
1530,Senegal,SEN,2006,58.13,44.54,Africa
1531,Senegal,SEN,2009,72.5,54.62,Africa
1532,Senegal,SEN,2011,73.73,58.74,Africa
1533,Senegal,SEN,2013,62.83,51.15,Africa
1534,Senegal,SEN,2014,63.45,51.06,Africa
1535,Senegal,SEN,2015,65.79,56.88,Africa
1536,Senegal,SEN,2016,69.41,59.89,Africa
1537,Senegal,SEN,2017,75.58,63.5,Africa
1538,Senegal,SEN,2018,66.22,65.69,Africa
1539,Senegal,SEN,2019,68.82,64.03,Africa
1540,Senegal,SEN,2022,76.60528,,Africa
1541,Senegal,SEN,2023,69.27,65.6,Africa
1542,Serbia,SRB,2003,99.39,99.32,Europe
1543,Serbia,SRB,2005,,99.63,Europe
1544,Serbia,SRB,2011,99.35,99.27,Europe
1545,Serbia,SRB,2014,,99.83,Europe
1546,Serbia,SRB,2016,99.72,99.72,Europe
1547,Serbia,SRB,2019,100.0,100.0,Europe
1548,Serbia,SRB,2022,99.72,99.75,Europe
1549,Seychelles,SYC,1987,96.81,98.46,Africa
1550,Seychelles,SYC,1994,98.49,99.14,Africa
1551,Seychelles,SYC,2002,98.77,99.37,Africa
1552,Seychelles,SYC,2010,98.59,99.38,Africa
1553,Sierra Leone,SLE,2004,59.61,37.36,Africa
1554,Sierra Leone,SLE,2005,,37.15,Africa
1555,Sierra Leone,SLE,2008,73.58,41.3,Africa
1556,Sierra Leone,SLE,2010,,49.46,Africa
1557,Sierra Leone,SLE,2013,79.69,57.34,Africa
1558,Sierra Leone,SLE,2015,72.91,63.25,Africa
1559,Sierra Leone,SLE,2017,78.74,68.66,Africa
1560,Sierra Leone,SLE,2018,81.566696,73.36918,Africa
1561,Sierra Leone,SLE,2019,78.2,67.86,Africa
1562,Singapore,SGP,1980,96.41,96.16,Asia
1563,Singapore,SGP,1990,98.86,99.08,Asia
1564,Singapore,SGP,2000,99.41,99.6,Asia
1565,Singapore,SGP,2010,99.74,99.77,Asia
1566,Singapore,SGP,2011,99.89,99.88,Asia
1567,Singapore,SGP,2012,99.9,99.89,Asia
1568,Singapore,SGP,2013,99.9,99.9,Asia
1569,Singapore,SGP,2014,99.9,99.9,Asia
1570,Singapore,SGP,2015,99.74,99.84,Asia
1571,Singapore,SGP,2016,99.91,99.94,Asia
1572,Singapore,SGP,2017,99.92,99.94,Asia
1573,Singapore,SGP,2018,99.92,99.94,Asia
1574,Singapore,SGP,2019,99.91,99.94,Asia
1575,Singapore,SGP,2020,99.67,99.79,Asia
1576,Singapore,SGP,2021,99.87,99.91,Asia
1577,Slovenia,SVN,1991,99.74,99.78,Europe
1578,Solomon Islands,SLB,1999,87.523834,81.53545,Oceania
1579,Somalia,SOM,2006,,23.79,Africa
1580,Somalia,SOM,2019,83.23648,73.95871,Africa
1581,Somalia,SOM,2022,76.19,65.11,Africa
1582,South Africa,ZAF,1980,85.35,84.97,Africa
1583,South Africa,ZAF,1996,93.5,94.29,Africa
1584,South Africa,ZAF,2007,97.05,98.09,Africa
1585,South Africa,ZAF,2009,97.92,98.82,Africa
1586,South Africa,ZAF,2010,98.39,98.9,Africa
1587,South Africa,ZAF,2011,98.43,99.15,Africa
1588,South Africa,ZAF,2012,98.5,99.27,Africa
1589,South Africa,ZAF,2014,98.68,99.08,Africa
1590,South Africa,ZAF,2015,98.68,99.23,Africa
1591,South Africa,ZAF,2016,95.83,97.72,Africa
1592,South Africa,ZAF,2019,97.99,98.83,Africa
1593,South Africa,ZAF,2021,95.91,97.48,Africa
1594,South Africa,ZAF,2024,96.34,97.99,Africa
1595,South Asia (WB),WB_SA,1975,63.61,34.42,
1596,South Asia (WB),WB_SA,1976,63.58,34.41,
1597,South Asia (WB),WB_SA,1977,63.99,35.54,
1598,South Asia (WB),WB_SA,1978,64.31,36.66,
1599,South Asia (WB),WB_SA,1979,64.53,37.79,
1600,South Asia (WB),WB_SA,1980,64.69,38.82,
1601,South Asia (WB),WB_SA,1981,64.76,39.75,
1602,South Asia (WB),WB_SA,1982,64.94,40.86,
1603,South Asia (WB),WB_SA,1983,65.08,41.97,
1604,South Asia (WB),WB_SA,1984,65.18,43.09,
1605,South Asia (WB),WB_SA,1985,65.32,44.21,
1606,South Asia (WB),WB_SA,1986,65.52,45.33,
1607,South Asia (WB),WB_SA,1987,65.8,46.41,
1608,South Asia (WB),WB_SA,1988,69.1,43.82,
1609,South Asia (WB),WB_SA,1989,70.07,45.59,
1610,South Asia (WB),WB_SA,1990,70.91,47.31,
1611,South Asia (WB),WB_SA,1991,71.62,48.95,
1612,South Asia (WB),WB_SA,1992,72.4,50.63,
1613,South Asia (WB),WB_SA,1993,73.14,52.35,
1614,South Asia (WB),WB_SA,1994,73.83,54.09,
1615,South Asia (WB),WB_SA,1995,74.52,55.77,
1616,South Asia (WB),WB_SA,1996,75.2,57.39,
1617,South Asia (WB),WB_SA,1997,75.85,58.8,
1618,South Asia (WB),WB_SA,1998,80.61,61.8,
1619,South Asia (WB),WB_SA,1999,81.26,63.76,
1620,South Asia (WB),WB_SA,2000,81.8,65.61,
1621,South Asia (WB),WB_SA,2001,82.27,67.34,
1622,South Asia (WB),WB_SA,2002,82.84,69.11,
1623,South Asia (WB),WB_SA,2003,83.36,70.83,
1624,South Asia (WB),WB_SA,2004,83.84,72.53,
1625,South Asia (WB),WB_SA,2005,85.84,72.52,
1626,South Asia (WB),WB_SA,2006,84.5,73.63,
1627,South Asia (WB),WB_SA,2007,85.08,75.37,
1628,South Asia (WB),WB_SA,2008,85.65,77.02,
1629,South Asia (WB),WB_SA,2009,86.17,78.64,
1630,South Asia (WB),WB_SA,2010,88.14,80.39,
1631,South Asia (WB),WB_SA,2011,88.61,81.8,
1632,South Asia (WB),WB_SA,2012,88.67,82.68,
1633,South Asia (WB),WB_SA,2013,90.23,85.07,
1634,South Asia (WB),WB_SA,2014,90.6,86.21,
1635,South Asia (WB),WB_SA,2015,91.3,87.7,
1636,South Asia (WB),WB_SA,2016,92.18,89.16,
1637,South Asia (WB),WB_SA,2017,92.59,90.09,
1638,South Asia (WB),WB_SA,2018,92.95,90.89,
1639,South Asia (WB),WB_SA,2019,96.3,93.76,
1640,South Asia (WB),WB_SA,2020,96.49,94.36,
1641,South Asia (WB),WB_SA,2021,96.79,94.96,
1642,South Asia (WB),WB_SA,2022,96.85,95.38,
1643,South Asia (WB),WB_SA,2023,97.07,95.94,
1644,South Asia (WB),WB_SA,2024,97.27,96.46,
1645,South Korea,KOR,2008,99.91,100.0,Asia
1646,South Sudan,SSD,2008,44.08,29.58,Africa
1647,South Sudan,SSD,2010,,24.87,Africa
1648,Spain,ESP,1981,98.64,98.64,Europe
1649,Spain,ESP,1991,99.54,99.57,Europe
1650,Spain,ESP,2004,99.58,99.53,Europe
1651,Spain,ESP,2005,99.57,99.5,Europe
1652,Spain,ESP,2006,99.71,99.48,Europe
1653,Spain,ESP,2007,99.58,99.56,Europe
1654,Spain,ESP,2008,99.53,99.6,Europe
1655,Spain,ESP,2009,99.64,99.56,Europe
1656,Spain,ESP,2010,99.51,99.69,Europe
1657,Spain,ESP,2011,99.65,99.75,Europe
1658,Spain,ESP,2012,99.64,99.71,Europe
1659,Spain,ESP,2013,99.69,99.64,Europe
1660,Spain,ESP,2014,99.76,99.69,Europe
1661,Spain,ESP,2015,99.62,99.69,Europe
1662,Spain,ESP,2016,99.64,99.61,Europe
1663,Spain,ESP,2018,99.69,99.74,Europe
1664,Spain,ESP,2020,99.49,99.76,Europe
1665,Spain,ESP,2021,99.71,99.75,Europe
1666,Sri Lanka,LKA,1981,91.88,90.19,Asia
1667,Sri Lanka,LKA,2001,95.07,96.12,Asia
1668,Sri Lanka,LKA,2006,97.03,97.94,Asia
1669,Sri Lanka,LKA,2008,97.33,98.59,Asia
1670,Sri Lanka,LKA,2010,97.69,98.59,Asia
1671,Sri Lanka,LKA,2014,98.10371,98.93508,Asia
1672,Sri Lanka,LKA,2015,98.11796,98.66205,Asia
1673,Sri Lanka,LKA,2016,98.41,98.94,Asia
1674,Sri Lanka,LKA,2017,98.55,99.15,Asia
1675,Sri Lanka,LKA,2018,98.51,99.04,Asia
1676,Sri Lanka,LKA,2019,98.72,99.21,Asia
1677,Sri Lanka,LKA,2020,98.59,99.12,Asia
1678,Sri Lanka,LKA,2021,98.71,99.14,Asia
1679,Sri Lanka,LKA,2022,98.28,99.32,Asia
1680,Sri Lanka,LKA,2023,98.95,99.26,Asia
1681,Sri Lanka,LKA,2024,98.7,99.05,Asia
1682,Sub-Saharan Africa (SDG),,1984,70.26,53.48,
1683,Sub-Saharan Africa (SDG),,1985,70.61,54.18,
1684,Sub-Saharan Africa (SDG),,1986,70.84,54.67,
1685,Sub-Saharan Africa (SDG),,1987,71.34,55.59,
1686,Sub-Saharan Africa (SDG),,1988,71.48,56.19,
1687,Sub-Saharan Africa (SDG),,1989,71.87,57.0,
1688,Sub-Saharan Africa (SDG),,1990,72.16,57.92,
1689,Sub-Saharan Africa (SDG),,1991,72.23,58.51,
1690,Sub-Saharan Africa (SDG),,1992,72.05,58.82,
1691,Sub-Saharan Africa (SDG),,1993,72.1,59.61,
1692,Sub-Saharan Africa (SDG),,1994,72.22,60.16,
1693,Sub-Saharan Africa (SDG),,1995,72.03,60.73,
1694,Sub-Saharan Africa (SDG),,1996,72.03,61.5,
1695,Sub-Saharan Africa (SDG),,1997,72.19,62.43,
1696,Sub-Saharan Africa (SDG),,1998,72.26,62.42,
1697,Sub-Saharan Africa (SDG),,1999,73.01,63.17,
1698,Sub-Saharan Africa (SDG),,2000,72.08,60.53,
1699,Sub-Saharan Africa (SDG),,2001,72.33,61.41,
1700,Sub-Saharan Africa (SDG),,2002,74.6,61.75,
1701,Sub-Saharan Africa (SDG),,2003,74.46,62.31,
1702,Sub-Saharan Africa (SDG),,2004,74.93,62.97,
1703,Sub-Saharan Africa (SDG),,2005,74.35,62.56,
1704,Sub-Saharan Africa (SDG),,2006,74.47,62.13,
1705,Sub-Saharan Africa (SDG),,2007,74.49,62.31,
1706,Sub-Saharan Africa (SDG),,2008,74.63,62.69,
1707,Sub-Saharan Africa (SDG),,2009,74.98,63.05,
1708,Sub-Saharan Africa (SDG),,2010,75.56,64.31,
1709,Sub-Saharan Africa (SDG),,2011,76.92,67.08,
1710,Sub-Saharan Africa (SDG),,2012,78.22,68.62,
1711,Sub-Saharan Africa (SDG),,2013,79.04,69.79,
1712,Sub-Saharan Africa (SDG),,2014,79.11,70.44,
1713,Sub-Saharan Africa (SDG),,2015,79.45,71.32,
1714,Sub-Saharan Africa (SDG),,2016,79.66,72.23,
1715,Sub-Saharan Africa (SDG),,2017,79.93,73.06,
1716,Sub-Saharan Africa (SDG),,2018,81.05,74.72,
1717,Sub-Saharan Africa (SDG),,2019,81.12,75.1,
1718,Sub-Saharan Africa (SDG),,2020,81.18,75.31,
1719,Sub-Saharan Africa (SDG),,2021,81.26,75.68,
1720,Sub-Saharan Africa (SDG),,2022,81.39,76.05,
1721,Sub-Saharan Africa (SDG),,2023,81.53,76.39,
1722,Sub-Saharan Africa (SDG),,2024,81.7,76.71,
1723,Sub-Saharan Africa (WB),WB_SSA,1985,71.19,54.66,
1724,Sub-Saharan Africa (WB),WB_SSA,1986,71.41,55.12,
1725,Sub-Saharan Africa (WB),WB_SSA,1987,71.88,56.0,
1726,Sub-Saharan Africa (WB),WB_SSA,1988,72.0,56.57,
1727,Sub-Saharan Africa (WB),WB_SSA,1989,72.36,57.34,
1728,Sub-Saharan Africa (WB),WB_SSA,1990,72.63,58.21,
1729,Sub-Saharan Africa (WB),WB_SSA,1991,72.69,58.78,
1730,Sub-Saharan Africa (WB),WB_SSA,1992,72.52,59.06,
1731,Sub-Saharan Africa (WB),WB_SSA,1993,72.55,59.82,
1732,Sub-Saharan Africa (WB),WB_SSA,1994,72.67,60.35,
1733,Sub-Saharan Africa (WB),WB_SSA,1995,72.48,60.9,
1734,Sub-Saharan Africa (WB),WB_SSA,1996,72.5,61.69,
1735,Sub-Saharan Africa (WB),WB_SSA,1997,72.68,62.65,
1736,Sub-Saharan Africa (WB),WB_SSA,1998,72.76,62.7,
1737,Sub-Saharan Africa (WB),WB_SSA,1999,73.5,63.48,
1738,Sub-Saharan Africa (WB),WB_SSA,2000,72.61,61.0,
1739,Sub-Saharan Africa (WB),WB_SSA,2001,72.87,61.9,
1740,Sub-Saharan Africa (WB),WB_SSA,2002,75.07,62.28,
1741,Sub-Saharan Africa (WB),WB_SSA,2003,74.93,62.87,
1742,Sub-Saharan Africa (WB),WB_SSA,2004,75.4,63.55,
1743,Sub-Saharan Africa (WB),WB_SSA,2005,74.85,63.2,
1744,Sub-Saharan Africa (WB),WB_SSA,2006,74.22,62.06,
1745,Sub-Saharan Africa (WB),WB_SSA,2007,74.26,62.28,
1746,Sub-Saharan Africa (WB),WB_SSA,2008,74.4,62.69,
1747,Sub-Saharan Africa (WB),WB_SSA,2009,74.75,63.08,
1748,Sub-Saharan Africa (WB),WB_SSA,2010,75.32,64.34,
1749,Sub-Saharan Africa (WB),WB_SSA,2011,76.64,67.04,
1750,Sub-Saharan Africa (WB),WB_SSA,2012,77.91,68.56,
1751,Sub-Saharan Africa (WB),WB_SSA,2013,78.7,69.73,
1752,Sub-Saharan Africa (WB),WB_SSA,2014,78.78,70.4,
1753,Sub-Saharan Africa (WB),WB_SSA,2015,79.12,71.29,
1754,Sub-Saharan Africa (WB),WB_SSA,2016,79.34,72.2,
1755,Sub-Saharan Africa (WB),WB_SSA,2017,79.61,73.04,
1756,Sub-Saharan Africa (WB),WB_SSA,2018,80.69,74.66,
1757,Sub-Saharan Africa (WB),WB_SSA,2019,80.76,75.03,
1758,Sub-Saharan Africa (WB),WB_SSA,2020,80.82,75.23,
1759,Sub-Saharan Africa (WB),WB_SSA,2021,80.9,75.59,
1760,Sub-Saharan Africa (WB),WB_SSA,2022,81.02,75.95,
1761,Sub-Saharan Africa (WB),WB_SSA,2023,81.16,76.27,
1762,Sub-Saharan Africa (WB),WB_SSA,2024,81.34,76.58,
1763,Sudan,SDN,2000,85.69,72.33,Africa
1764,Sudan,SDN,2008,68.67,62.72,Africa
1765,Sudan,SDN,2010,,64.81,Africa
1766,Sudan,SDN,2014,,100.0,Africa
1767,Suriname,SUR,2004,95.62,94.14,South America
1768,Suriname,SUR,2006,,94.92,South America
1769,Suriname,SUR,2008,99.38,99.46,South America
1770,Suriname,SUR,2010,97.97,98.8,South America
1771,Suriname,SUR,2012,98.09,97.26,South America
1772,Suriname,SUR,2018,97.44,97.96,South America
1773,Syria,SYR,1981,88.83,59.02,Asia
1774,Syria,SYR,2002,97.14,92.96,Asia
1775,Syria,SYR,2004,94.61,90.22,Asia
1776,Syria,SYR,2006,,89.05,Asia
1777,Syria,SYR,2021,98.35,98.44,Asia
1778,Tajikistan,TJK,1989,99.74,99.67,Asia
1779,Tajikistan,TJK,2000,99.84,99.85,Asia
1780,Tajikistan,TJK,2003,99.49513,98.74291,Asia
1781,Tajikistan,TJK,2007,99.45501,98.35114,Asia
1782,Tajikistan,TJK,2009,100.0,100.0,Asia
1783,Tajikistan,TJK,2012,,100.0,Asia
1784,Tajikistan,TJK,2017,100.0,96.42,Asia
1785,Tajikistan,TJK,2023,,98.31,Asia
1786,Tanzania,TZA,1988,86.2,77.87,Africa
1787,Tanzania,TZA,2002,80.92,76.2,Africa
1788,Tanzania,TZA,2012,87.17,84.85,Africa
1789,Tanzania,TZA,2014,89.85196,87.81916,Africa
1790,Tanzania,TZA,2015,87.01,84.64,Africa
1791,Tanzania,TZA,2020,86.98013,88.07789,Africa
1792,Tanzania,TZA,2022,88.81,85.13,Africa
1793,Thailand,THA,1980,97.57,96.17,Asia
1794,Thailand,THA,2000,98.1,97.85,Asia
1795,Thailand,THA,2005,98.22,97.88,Asia
1796,Thailand,THA,2010,96.64,96.55,Asia
1797,Thailand,THA,2013,97.98,98.65,Asia
1798,Thailand,THA,2015,98.0,98.29,Asia
1799,Thailand,THA,2016,97.36,97.64,Asia
1800,Thailand,THA,2018,97.69,98.59,Asia
1801,Thailand,THA,2019,98.47,98.58,Asia
1802,Thailand,THA,2022,97.94,98.43,Asia
1803,Togo,TGO,2000,83.79,63.55,Africa
1804,Togo,TGO,2006,84.86,67.92,Africa
1805,Togo,TGO,2009,87.63,74.56,Africa
1806,Togo,TGO,2010,86.4,69.16,Africa
1807,Togo,TGO,2011,86.92,72.71,Africa
1808,Togo,TGO,2014,88.61,67.68,Africa
1809,Togo,TGO,2015,89.67,78.37,Africa
1810,Togo,TGO,2017,89.44,74.74,Africa
1811,Togo,TGO,2019,92.08,84.01,Africa
1812,Togo,TGO,2022,93.33,87.65,Africa
1813,Tokelau,TKL,2022,,100.0,Oceania
1814,Tonga,TON,1976,99.84,99.8,Oceania
1815,Tonga,TON,1996,99.27,99.35,Oceania
1816,Tonga,TON,2006,99.3,99.56,Oceania
1817,Tonga,TON,2011,99.37,99.51,Oceania
1818,Tonga,TON,2016,98.16,98.48,Oceania
1819,Tonga,TON,2018,100.0,100.0,Oceania
1820,Tonga,TON,2019,99.92,99.87,Oceania
1821,Tonga,TON,2023,99.64,99.79,Oceania
1822,Trinidad and Tobago,TTO,1980,99.2,99.24,North America
1823,Trinidad and Tobago,TTO,1990,99.3,99.3,North America
1824,Trinidad and Tobago,TTO,2006,,99.18,North America
1825,Trinidad and Tobago,TTO,2022,89.05,99.73,North America
1826,Tunisia,TUN,1984,85.74,62.52,Africa
1827,Tunisia,TUN,2004,96.4,92.24,Africa
1828,Tunisia,TUN,2007,97.84,94.72,Africa
1829,Tunisia,TUN,2008,98.13,95.49,Africa
1830,Tunisia,TUN,2010,98.21,96.09,Africa
1831,Tunisia,TUN,2011,98.24,96.32,Africa
1832,Tunisia,TUN,2012,97.97,95.72,Africa
1833,Tunisia,TUN,2014,96.61,95.8,Africa
1834,Tunisia,TUN,2018,98.38,97.54,Africa
1835,Tunisia,TUN,2019,97.15,96.5,Africa
1836,Tunisia,TUN,2021,98.84,99.05,Africa
1837,Tunisia,TUN,2023,98.19,98.13,Africa
1838,Turkey,TUR,1975,90.75,68.25,Asia
1839,Turkey,TUR,1980,93.62,75.24,Asia
1840,Turkey,TUR,1985,95.68,85.96,Asia
1841,Turkey,TUR,1990,96.57,88.39,Asia
1842,Turkey,TUR,2004,98.02,93.3,Asia
1843,Turkey,TUR,2005,98.36,93.96,Asia
1844,Turkey,TUR,2006,98.37,94.12,Asia
1845,Turkey,TUR,2007,98.58,94.29,Asia
1846,Turkey,TUR,2009,99.02,96.57,Asia
1847,Turkey,TUR,2010,99.21,97.2,Asia
1848,Turkey,TUR,2011,99.45,97.94,Asia
1849,Turkey,TUR,2012,99.59,98.41,Asia
1850,Turkey,TUR,2013,99.69,98.74,Asia
1851,Turkey,TUR,2014,99.75,98.95,Asia
1852,Turkey,TUR,2015,99.81,99.17,Asia
1853,Turkey,TUR,2016,99.86,99.37,Asia
1854,Turkey,TUR,2017,99.91,99.59,Asia
1855,Turkey,TUR,2018,100.0,98.8,Asia
1856,Turkey,TUR,2019,99.96,99.85,Asia
1857,Turkey,TUR,2021,99.98,99.94,Asia
1858,Turkey,TUR,2022,92.57,91.87,Asia
1859,Turkmenistan,TKM,1995,99.81,99.81,Asia
1860,Turkmenistan,TKM,2015,,99.83,Asia
1861,Turkmenistan,TKM,2019,,99.98,Asia
1862,Turkmenistan,TKM,2022,99.9,99.9,Asia
1863,Turks and Caicos Islands,TCA,2020,99.88,100.0,North America
1864,Tuvalu,TUV,2019,99.1,98.51,Oceania
1865,Tuvalu,TUV,2022,100.0,100.0,Oceania
1866,Uganda,UGA,1991,77.22,63.12,Africa
1867,Uganda,UGA,2002,85.96,76.18,Africa
1868,Uganda,UGA,2006,87.27,81.13,Africa
1869,Uganda,UGA,2010,89.64,85.47,Africa
1870,Uganda,UGA,2012,85.76,81.65,Africa
1871,Uganda,UGA,2014,81.57,79.17,Africa
1872,Uganda,UGA,2016,81.42,78.19,Africa
1873,Uganda,UGA,2021,90.11857,89.19264,Africa
1874,Uganda,UGA,2023,89.38,90.49,Africa
1875,Uganda,UGA,2024,84.27,85.94,Africa
1876,Ukraine,UKR,2001,99.78,99.83,Europe
1877,Ukraine,UKR,2005,,100.0,Europe
1878,United Arab Emirates,ARE,1975,65.51,56.28,Asia
1879,United Arab Emirates,ARE,1985,81.01,84.51,Asia
1880,United Arab Emirates,ARE,2005,93.63,97.0,Asia
1881,United Arab Emirates,ARE,2019,97.75,99.22,Asia
1882,United Arab Emirates,ARE,2021,99.72,99.59,Asia
1883,United Arab Emirates,ARE,2022,99.74,99.56,Asia
1884,United Arab Emirates,ARE,2023,99.57,99.51,Asia
1885,United Arab Emirates,ARE,2024,99.64,99.55,Asia
1886,Upper-middle-income countries,OWID_UMC,1974,90.81,76.01,
1887,Upper-middle-income countries,OWID_UMC,1975,90.8,76.11,
1888,Upper-middle-income countries,OWID_UMC,1976,90.88,76.47,
1889,Upper-middle-income countries,OWID_UMC,1977,90.95,76.86,
1890,Upper-middle-income countries,OWID_UMC,1978,91.43,78.42,
1891,Upper-middle-income countries,OWID_UMC,1979,91.99,79.97,
1892,Upper-middle-income countries,OWID_UMC,1980,92.35,81.51,
1893,Upper-middle-income countries,OWID_UMC,1981,92.68,82.9,
1894,Upper-middle-income countries,OWID_UMC,1982,92.9,84.03,
1895,Upper-middle-income countries,OWID_UMC,1983,93.18,85.19,
1896,Upper-middle-income countries,OWID_UMC,1984,93.52,86.33,
1897,Upper-middle-income countries,OWID_UMC,1985,93.76,87.12,
1898,Upper-middle-income countries,OWID_UMC,1986,94.0,87.86,
1899,Upper-middle-income countries,OWID_UMC,1987,94.65,88.95,
1900,Upper-middle-income countries,OWID_UMC,1988,95.06,90.74,
1901,Upper-middle-income countries,OWID_UMC,1989,95.14,91.15,
1902,Upper-middle-income countries,OWID_UMC,1990,95.3,91.7,
1903,Upper-middle-income countries,OWID_UMC,1991,95.56,92.19,
1904,Upper-middle-income countries,OWID_UMC,1992,95.77,92.61,
1905,Upper-middle-income countries,OWID_UMC,1993,95.99,93.01,
1906,Upper-middle-income countries,OWID_UMC,1994,96.2,93.43,
1907,Upper-middle-income countries,OWID_UMC,1995,96.43,93.9,
1908,Upper-middle-income countries,OWID_UMC,1996,96.54,94.27,
1909,Upper-middle-income countries,OWID_UMC,1997,97.59,96.67,
1910,Upper-middle-income countries,OWID_UMC,1998,97.64,96.79,
1911,Upper-middle-income countries,OWID_UMC,1999,97.7,96.96,
1912,Upper-middle-income countries,OWID_UMC,2000,97.79,97.05,
1913,Upper-middle-income countries,OWID_UMC,2001,97.86,97.19,
1914,Upper-middle-income countries,OWID_UMC,2002,98.0,97.38,
1915,Upper-middle-income countries,OWID_UMC,2003,98.24,97.67,
1916,Upper-middle-income countries,OWID_UMC,2004,98.32,97.84,
1917,Upper-middle-income countries,OWID_UMC,2005,98.39,97.97,
1918,Upper-middle-income countries,OWID_UMC,2006,98.25,97.81,
1919,Upper-middle-income countries,OWID_UMC,2007,98.43,98.1,
1920,Upper-middle-income countries,OWID_UMC,2008,98.79,98.55,
1921,Upper-middle-income countries,OWID_UMC,2009,98.82,98.63,
