,entity,code,year,adult_literacy_rate,youth_literacy_rate_male,youth_literacy_rate_female,owid_region
1785,World,OWID_WRL,2007,83.12,91.09,86.03,unknown
1786,World,OWID_WRL,2008,83.48,91.41,86.56,unknown
1787,World,OWID_WRL,2009,83.8,91.52,86.93,unknown
1788,World,OWID_WRL,2010,84.37,91.9,87.33,unknown
1789,World,OWID_WRL,2011,84.71,92.09,87.93,unknown
1790,World,OWID_WRL,2012,84.91,92.34,88.34,unknown
1791,World,OWID_WRL,2013,85.21,92.69,88.95,unknown
1792,World,OWID_WRL,2014,85.56,92.79,89.34,unknown
1793,World,OWID_WRL,2015,85.96,92.94,89.76,unknown
1794,World,OWID_WRL,2016,86.28,93.01,90.08,unknown
1795,World,OWID_WRL,2017,86.47,93.1,90.3,unknown
1796,World,OWID_WRL,2018,86.76,93.15,90.41,unknown
1797,World,OWID_WRL,2019,86.79,93.9,91.11,unknown
1798,World,OWID_WRL,2020,86.98,93.94,91.27,unknown
1799,World,OWID_WRL,2021,87.17,93.99,91.46,unknown
1800,World,OWID_WRL,2022,87.39,94.0,91.63,unknown
1801,World,OWID_WRL,2023,87.58,94.06,91.83,unknown
1803,Yemen,YEM,1994,37.09,82.8,35.38,Asia
1804,Zambia,ZMB,1990,65.0,67.27,65.52,Africa
1805,Zambia,ZMB,1999,68.0,72.62,66.23,Africa
1806,Zambia,ZMB,2002,69.15,77.73,66.31,Africa
1807,Zambia,ZMB,2010,83.14,91.2,86.51,Africa
1808,Zambia,ZMB,2018,71.13,82.45,72.91,Africa
1809,Zambia,ZMB,2020,81.753006,88.25815,83.83095,Africa
1810,Zambia,ZMB,2021,79.94946,85.34498,82.951485,Africa
1811,Zambia,ZMB,2022,79.984146,86.79978,82.18072,Africa
1814,Zimbabwe,ZWE,1992,83.51,96.54,94.35,Africa
1815,Zimbabwe,ZWE,2019,93.23,90.77,94.22,Africa
